floor,n_sensor_day_profiles,mean_db,std_db,quiet_share_50,high_exposure_share_70
Main_Floor_A,171,61.502025443151794,4.326266909690659,0.0611955045430549,0.1757435337241651
Main_Floor_B,209,59.46168293178023,3.617416650904771,0.1099345777504176,0.0225540612282592
Main_Floor_C,209,60.38253976574658,3.2919468106850784,0.053988065123395,0.0601953828117073
Main_Floor_D,247,63.481709895375424,4.942079374570029,0.0307146784540644,0.2430653951057863
Main_Floor_E,222,62.65845973473622,4.1757999120058855,0.0023819722134524,0.2121920452955227
