comparison,active_profiles,off_window_profiles,active_mean_db,off_window_mean_db,difference_db,cohens_d
activity_window_08_20_vs_other_hours_on_normal_workdays,11932,11834,64.50210243886373,58.78620382756842,5.715898611295309,0.8383625303345987
