sensor_id,n_records,mean_db,median_db,std_db,min_db,max_db,p05_db,p10_db,p25_db,p75_db,p90_db,p95_db,high_exposure_share_60,high_exposure_share_65,high_exposure_share_70,quiet_share_45,quiet_share_50,quiet_share_55,iqr_db,range_db,coverage_ratio,floor,company_id,event_type,period_id
A003,1440,57.68982222222222,62.538,9.38295754830867,43.182,77.141,44.49975,44.7685,45.84325,65.011,67.6502,69.402,0.5958333333333333,0.2513888888888889,0.0423611111111111,0.1409722222222222,0.3375,0.3715277777777778,19.16775,33.959,1.0,Main_Floor_A,Deployment_A,none,A_P006
A003,1440,56.93947569444445,61.838,9.887027796696044,42.956,76.0,44.54085,44.868,45.527,65.53325000000001,68.4618,70.022,0.5166666666666667,0.2715277777777777,0.0520833333333333,0.1256944444444444,0.3798611111111111,0.4270833333333333,20.00625000000001,33.044,1.0,Main_Floor_A,Deployment_A,none,A_P007
A003,415,45.92195180722892,45.635,1.4360613565910314,44.242,54.659,44.7107,44.934,45.231,46.0825,46.5764,48.496899999999975,0.0,0.0,0.0,0.1301204819277108,0.9542168674698795,1.0,0.8514999999999944,10.417000000000002,0.2881944444444444,Main_Floor_A,Deployment_A,low_attendance,A_P008
A003,1178,48.71865704584041,47.769,2.7375824501879893,45.571,57.714,46.473,46.7437,47.264,48.341,53.8669,55.84765,0.0,0.0,0.0,0.0,0.8276740237691002,0.931239388794567,1.0769999999999982,12.143,0.8180555555555555,Main_Floor_A,Deployment_A,low_attendance,A_P009
A003,1440,49.68900833333334,49.707,1.9769935971175536,45.956,61.659,46.901,47.2189,47.934,51.132,51.967,52.4073,0.0006944444444444,0.0,0.0,0.0,0.5666666666666667,0.9854166666666668,3.1980000000000004,15.702999999999996,1.0,Main_Floor_A,Deployment_A,none,A_P010
A003,1440,60.44526180555555,63.0165,7.951840329136566,44.286,77.791,45.407,48.626,53.96425,66.571,68.8361,70.1771,0.6583333333333333,0.4375,0.0555555555555555,0.025,0.1875,0.325,12.606749999999998,33.504999999999995,1.0,Main_Floor_A,Deployment_A,none,A_P011
A003,1440,57.87157847222223,61.473,8.256364142115341,44.055,73.811,45.13145,45.6579,48.879,65.17875000000001,67.088,68.033,0.5152777777777777,0.2652777777777778,0.0104166666666666,0.0381944444444444,0.3104166666666667,0.3847222222222222,16.29975000000001,29.756000000000007,1.0,Main_Floor_A,Deployment_A,none,A_P012
A003,1440,58.17995972222223,62.56,8.745929846161863,43.681,74.044,45.1032,45.6956,48.44,64.96975,67.407,68.66485,0.6076388888888888,0.2493055555555555,0.0256944444444444,0.0388888888888888,0.3229166666666667,0.3868055555555555,16.529750000000007,30.363,1.0,Main_Floor_A,Deployment_A,none,A_P013
A003,1440,58.420550000000006,62.352,9.473810071340075,43.56,86.604,44.637,44.934,46.176,65.601,68.3872,69.91365,0.6472222222222223,0.2805555555555555,0.0479166666666666,0.1097222222222222,0.3131944444444444,0.3513888888888888,19.425,43.044,1.0,Main_Floor_A,Deployment_A,none,A_P014
A003,1440,57.10787152777778,61.253,10.395287321657538,43.067,74.589,44.253,44.505,45.742,66.9255,68.857,69.7822,0.5270833333333333,0.4013888888888889,0.0458333333333333,0.1951388888888889,0.3958333333333333,0.4673611111111111,21.1835,31.522,1.0,Main_Floor_A,Deployment_A,broad_remote_work,A_P015
A003,1440,50.37728055555556,51.33,3.024085726520501,43.022,59.374,44.333,44.8625,50.824,51.802,52.4301,54.64245,0.0,0.0,0.0,0.1125,0.2131944444444444,0.9652777777777778,0.9780000000000016,16.352000000000004,1.0,Main_Floor_A,Deployment_A,broad_remote_work,A_P016
