sensor_a,sensor_b,mean_diff_db,iqr_diff_db,quiet55_diff,high65_diff,high70_diff,substantial_dynamic_difference
A022,A050,0.3272679350668497,4.412999999999997,0.4577261441302024,0.0814195946123401,0.1025486618058937,True
A022,A056,0.3827550996370661,2.043,0.1626320098712156,0.0741993910470052,0.0727368283450869,True
A023,A026,0.7310031768115977,1.3360000000000056,0.0134260869565216,0.0588753623188406,0.0340869565217391,False
A023,A027,0.2059360546692232,5.776999999999999,0.0041551962340489,0.1119456626281655,0.0448904226274393,True
A023,A046,0.3335211104995395,5.7250000000000085,0.0229187983691114,0.0802746947461248,0.0458896663346279,True
A024,A028,0.6971109797101391,1.3239999999999972,0.0010898550724637,0.0182492753623188,0.0033623188405797,False
A024,A029,0.6159922318840572,11.496000000000002,0.593368115942029,0.189936231884058,0.2069797101449275,True
A024,A031,0.7009163362318773,4.195000000000007,0.3402666666666667,0.0546086956521739,0.0123130434782609,True
A024,A047,0.1011609785023281,4.697999999999999,0.4617983397422947,0.1331594459036194,0.1242435736500608,True
A024,A050,0.4094643942028924,5.295000000000002,0.4754318840579711,0.1235246376811593,0.1161275362318841,True
A024,A056,0.4649515587731088,2.9250000000000043,0.1803377497989842,0.1163044341158244,0.0863157027710773,True
A025,A038,0.2053136463768154,2.4249999999999954,0.0612869565217391,0.0698898550724638,0.0136579710144928,False
A025,A048,0.6442085243276949,2.0980000000000008,0.0299474244141263,0.0894426216814604,0.0267833700995713,False
A026,A027,0.9369392314808208,4.440999999999994,0.0175812831905706,0.0530703003093249,0.0108034661057002,True
A027,A046,0.1275850558303162,0.0519999999999907,0.0270739946031604,0.0316709678820407,0.0009992437071885,False
A028,A036,0.9630792811594304,6.857000000000004,0.1876405797101449,0.1499130434782608,0.1868753623188406,True
A028,A041,0.7436294724637733,2.290999999999996,0.0019014492753623,0.0871420289855072,0.0185971014492754,False
A028,A047,0.5959500012078109,6.021999999999996,0.4628881948147584,0.1149101705413004,0.1208812548094811,True
A028,A050,0.2876465855072467,6.618999999999999,0.4765217391304348,0.1052753623188404,0.1127652173913044,True
A028,A051,0.4987675087374654,7.742999999999992,0.4402235172794206,0.135237932454738,0.1715410826135965,True
A028,A056,0.2321594209370303,4.249000000000001,0.1814276048714479,0.0980551587535055,0.0829533839304976,True
A029,A031,0.0849241043478201,7.300999999999995,0.2531014492753623,0.1353275362318841,0.1946666666666666,True
A029,A047,0.7171532103863854,6.798000000000004,0.1315697761997343,0.0567767859804386,0.0827361364948667,True
A029,A048,0.6384804032085398,7.374999999999998,0.0771358302112277,0.1007950594779598,0.1797093835236171,True
A030,A035,0.6317961456599761,4.194499999999991,0.0027097616715638,0.1163652344249031,0.1448194296583344,True
A030,A044,0.2879239720695778,6.508999999999979,0.0027097616715638,0.1595785770479864,0.1711536449770239,True
A030,A053,0.2028793148277401,0.9529999999999892,0.0027097616715638,0.0539137200623239,0.041828194736873,False
A031,A047,0.8020773147342055,0.5029999999999912,0.121531673075628,0.0785507502514454,0.1119305301717999,True
A031,A048,0.5535562988607197,0.0740000000000034,0.1759656190641346,0.0345324767539242,0.0149572831430495,True
A032,A033,0.6494483718041764,3.393500000000005,0.0002782608695652,0.0622940368824874,0.087040445102526,True
A032,A043,0.6697129265580273,1.0217499999999973,0.0068108782195788,0.0521926261172959,0.0145195610424181,False
A032,A045,0.9572662379849888,3.1485000000000056,0.0,0.075504889627979,0.046823321452026,True
A032,A049,0.6196311350997803,1.7535000000000025,0.049786661719692,0.0204468467775121,0.0539559677140984,False
A032,A052,0.755892385455553,2.821499999999993,0.0596014155336189,0.0332068271760773,0.0578414438581305,False
A032,A055,0.6632896448658556,6.036500000000004,0.2786944217948103,0.0091292598244758,0.0899698629107691,True
A033,A039,0.4319319268044097,3.5740000000000087,0.0002782608695652,0.0321063862471304,0.0534548227672586,True
A033,A049,0.029817236704396,1.6400000000000023,0.0495084008501268,0.0418471901049752,0.0330844773884276,False
A034,A035,0.9111520008395644,1.8022500000000008,0.0,0.1090961913578628,0.0152822533855306,True
A034,A040,0.2985434916739535,3.000250000000001,0.0,0.1612897842657041,0.0649581283051108,True
A035,A040,0.6126085091656108,1.1980000000000004,0.0,0.0521935929078413,0.0496758749195802,False
A035,A044,0.3438721735903982,2.314499999999988,0.0,0.0432133426230832,0.0263342153186894,False
A035,A053,0.8346754604877162,3.2415000000000016,0.0,0.0624515143625791,0.1029912349214614,True
A036,A037,0.3376529159420158,0.9249999999999936,0.0349449275362318,0.0191999999999999,0.0088115942028985,False
A036,A041,0.2194498086956571,4.566000000000008,0.1857391304347826,0.0627710144927535,0.1682782608695652,True
A036,A043,0.90304853352184,0.6207500000000064,0.1808297014905661,0.0795913428579969,0.0323658032463935,True
A036,A045,0.6154952220948786,4.791000000000009,0.1876405797101449,0.048106172887278,0.0646695636560014,True
A036,A051,0.464311772421965,0.8859999999999886,0.2525829375692757,0.0146751110235227,0.0153342797052441,True
A036,A052,0.8168690746243144,1.1789999999999896,0.128039164176526,0.0058081104353763,0.0399952016541551,True
A036,A054,0.4256035721328075,1.5940000000000063,0.105981986971884,0.0117799459328323,0.0498246741754548,True
A036,A055,0.9094718152140118,4.394,0.0910538420846654,0.0182694569162251,0.0721236207067937,True
A037,A041,0.557102724637673,5.491000000000001,0.1507942028985507,0.0819710144927535,0.1770898550724638,True
A037,A043,0.5653956175798243,1.54575,0.1458847739543342,0.0603913428579969,0.0411773974492921,True
A037,A045,0.2778423061528627,5.716000000000003,0.152695652173913,0.067306172887278,0.0734811578589,True
A037,A051,0.8019646883639808,0.039000000000005,0.2875278651055076,0.0338751110235227,0.0241458739081427,True
A037,A052,0.4792161586822985,0.253999999999996,0.0930942366402941,0.0250081104353763,0.0311836074512565,False
A037,A054,0.0879506561907916,2.519,0.0710370594356522,0.0309799459328323,0.0586362683783533,False
A037,A055,0.5718188992719959,3.4690000000000065,0.1259987696208973,0.0009305430837748,0.0633120265038951,True
A038,A048,0.8495221707045104,0.3269999999999946,0.0912343809358654,0.0195527666089966,0.0131253990850785,False
A039,A049,0.4617491635088058,1.9340000000000064,0.049786661719692,0.0097408038578448,0.020370345378831,False
A040,A044,0.9564806827560092,1.1164999999999878,0.0,0.0954069355309246,0.0233416596008907,False
A041,A045,0.8349450307905357,0.2250000000000014,0.0019014492753623,0.0146648416054754,0.1036086972135638,False
A041,A051,0.2448619637263078,5.451999999999996,0.4383220680040583,0.0480959034692308,0.1529439811643211,True
A041,A054,0.6450533808284646,2.9720000000000013,0.0797571434628985,0.0509910685599211,0.1184535866941104,False
A041,A056,0.9757888934008035,1.9580000000000053,0.1795261555960856,0.0109131297679982,0.0643562824812222,True
A043,A045,0.2875533114269615,4.170250000000003,0.0068108782195788,0.127697515745275,0.0323037604096078,True
A043,A052,0.0861794588975257,1.799749999999996,0.0527905373140401,0.0853994532933732,0.0723610049005487,False
A043,A054,0.4774449613890326,0.9732500000000002,0.074847714518682,0.0913712887908292,0.0174588709290612,False
A043,A055,0.0064232816921716,5.014750000000007,0.2718835435752315,0.0613218859417717,0.1044894239531872,True
A044,A053,0.490803286897318,5.55599999999999,0.0,0.1056648569856624,0.1293254502401509,True
A045,A052,0.2013738525294357,5.969999999999999,0.0596014155336189,0.0422980624519017,0.1046647653101565,True
A045,A054,0.189891649962071,3.1970000000000027,0.0816585927382608,0.0363262269544457,0.0148448894805466,True
A045,A055,0.2939765931191331,9.18500000000001,0.2786944217948103,0.0663756298035032,0.1367931843627951,True
A047,A050,0.3083034157005642,0.5970000000000031,0.0136335443156763,0.0096348082224599,0.0081160374181767,False
A047,A056,0.3637905802707806,1.7729999999999944,0.2814605899433104,0.0168550117877949,0.0379278708789835,True
